doi,url,type,title,authors,author_count,year,journal,publisher,abstract,subjects,reference_count,cited_by_count,references,month
10.70534/sryf5789,https://doi.org/10.70534/sryf5789,proceedings-article,Confounding Impact of Event-Driven Exposure Phenomenon on Summary Exposure Metrics in Time-to-Event Exposure Response Analyses,Jordon Johnson; Ayyappa Chaturvedula; Balaji Agoram,3,2024,Confounding Impact of Event-Driven Exposure Phenomenon on Summary Exposure Metrics in Time-to-Event Exposure Response Analyses,International Society of Pharmacometrics,,,0,1,0,
10.1016/j.techfore.2021.120983,https://doi.org/10.1016/j.techfore.2021.120983,journal-article,Forecasting the importance of product attributes using online customer reviews and Google Trends,Hanan Yakubu; C.K. Kwong,2,2021,Technological Forecasting and Social Change,Elsevier BV,,,61,55,61,10.0
10.3390/engproc2021005049,https://doi.org/10.3390/engproc2021005049,proceedings-article,Automatic Hierarchical Time-Series Forecasting Using Gaussian Processes,Luis Roque; Luis Torgo; Carlos Soares,3,2021,The 7th International Conference on Time Series and Forecasting,MDPI,,,19,0,19,7.0
10.1016/j.techfore.2022.121690,https://doi.org/10.1016/j.techfore.2022.121690,journal-article,Customer agility and big data analytics in new product context,Hsiao-Ting Tseng; Niloofar Aghaali; Dr Nick Hajli,3,2022,Technological Forecasting and Social Change,Elsevier BV,,,41,46,41,7.0
10.32614/cran.package.caretforecast,https://doi.org/10.32614/cran.package.caretforecast,dataset,caretForecast: Conformal Time Series Forecasting Using State of Art Machine Learning Algorithms,Resul Akay,1,2022,CRAN: Contributed Packages,The R Foundation,,,0,0,0,1.0
10.3390/forecast7040057,https://doi.org/10.3390/forecast7040057,journal-article,Comparison of Linear and Beta Autoregressive Models in Forecasting Nonstationary Percentage Time Series,Carlo Grillenzoni,1,2025,Forecasting,MDPI AG,"<jats:p>Positive percentage time series are present in many empirical applications; they take values in the continuous interval (0,1) and are often modeled with linear dynamic models. Risks of biased predictions (outside the admissible range) and problems of heteroskedasticity in the presence of asymmetric distributions are ignored by practitioners. Alternative models are proposed in the statistical literature; the most suitable is the dynamic beta regression which belongs to generalized linear models (GLM) and uses the logit transformation as a link function. However, owing to the Jensen inequality, this approach may also not be optimal in prediction; thus, the aim of the present paper is the in-depth forecasting comparison of linear and beta autoregressions. Simulation experiments and applications to nonstationary time series (the US unemployment rate and BR hydroelectric energy) are carried out. Rolling regression for time-varying parameters is applied to both linear and beta models, and a prediction criterion for the joint selection of model order and sample size is defined.</jats:p>",,23,0,23,10.0
10.1016/j.techfore.2024.123714,https://doi.org/10.1016/j.techfore.2024.123714,journal-article,How ESG shapes firm value: The mediating role of customer satisfaction,Junhee Seok; Yanghee Kim; Yun Kyung Oh,3,2024,Technological Forecasting and Social Change,Elsevier BV,,,113,54,113,11.0
10.1504/ijbfmi.2023.131747,https://doi.org/10.1504/ijbfmi.2023.131747,journal-article,Religiosity and product involvement of Islamic banking customer and non-customer,N.A. Noversyah; E.S. Margianti; Hotniar Siringoringo,3,2023,International Journal of Business Forecasting and Marketing Intelligence,Inderscience Publishers,,,0,0,0,
10.1002/9781119682394.ch4,https://doi.org/10.1002/9781119682394.ch4,other,Introduction to Autoregressive and Automated Methods for Time Series Forecasting,,0,2020,Machine Learning for Time Series Forecasting with Python®,Wiley,,,0,0,0,12.0
10.1016/j.jhydrol.2022.128212,https://doi.org/10.1016/j.jhydrol.2022.128212,journal-article,Multiscale and multi event evaluation of short-range real-time flood forecasting in large metropolitan areas,Gustavo de A. Coelho; Celso M. Ferreira; James L. Kinter III,3,2022,Journal of Hydrology,Elsevier BV,,,74,16,74,9.0
10.2139/ssrn.5981034,https://doi.org/10.2139/ssrn.5981034,posted-content,Counterfactual Demand Forecasting for Retail Promotions Using Bayesian Causal Forests,Kaushik Bar,1,2025,,Elsevier BV,,,0,0,0,12.0
10.12987/9780300255881-006,https://doi.org/10.12987/9780300255881-006,book-chapter,Example: Identifying Price Elasticity of Demand,,0,2021,Causal Inference,Yale University Press,,,0,0,0,1.0
10.1007/978-3-031-35051-1_12,https://doi.org/10.1007/978-3-031-35051-1_12,book-chapter,Causal Interventional Time Series Forecasting on Multi-horizon and Multi-series Data,Zhixuan Chu; Ruopeng Li; Sheng Li,3,2023,Machine Learning for Causal Inference,Springer International Publishing,,,35,1,35,
10.1201/9781003504795-28,https://doi.org/10.1201/9781003504795-28,book-chapter,Time Series Forecasting,Mutlu Yuksel; Yigit Aydede,2,2025,Causal Inference and Machine Learning,Chapman and Hall/CRC,,,0,0,0,12.0
10.2139/ssrn.5119770,https://doi.org/10.2139/ssrn.5119770,posted-content,How demand-responsive transit enhances public transit equity: a spatial causal inference approach,Eui-Jin Kim; Dain Oh; Hyunmyung Kim,3,2025,,Elsevier BV,,,26,1,26,2.0
10.1201/9781003399599-11,https://doi.org/10.1201/9781003399599-11,book-chapter,Causal models and predictors,Stephan Kolassa; Bahman Rostami-Tabar; Enno Siemsen,3,2023,Demand Forecasting for Executives and Professionals,Chapman and Hall/CRC,,,0,0,0,7.0
10.1201/9781003504795-29,https://doi.org/10.1201/9781003504795-29,book-chapter,Direct Forecasting with Random Forests,Mutlu Yuksel; Yigit Aydede,2,2025,Causal Inference and Machine Learning,Chapman and Hall/CRC,,,0,0,0,12.0
10.1016/j.techfore.2023.123163,https://doi.org/10.1016/j.techfore.2023.123163,journal-article,Probability causal inference of interest rate fluctuations: Evidence from private credit in emerging markets,Xiaohui Chen; Shaowei Shen,2,2024,Technological Forecasting and Social Change,Elsevier BV,,,44,3,44,3.0
10.17352/cma.000005,https://doi.org/10.17352/cma.000005,journal-article,Causal inference of Seoul bike sharing demand,Yuan Quan; Yang Zhixin; Xiao Yayuan,3,2024,Computational Mathematics and its Applications,Peertechz Publications Private Limited,"<jats:p>The global surge in environmental consciousness has significantly boosted the demand for rental bikes, particularly in metropolitan areas such as Seoul. This study delves into the causal relationships affecting this demand using a dataset from Seoul’s bike-sharing system. Unlike previous research focusing predominantly on predictive analytics, this work innovatively applies multiple linear regression models to uncover causal inferences, offering insights that extend beyond mere forecasting. The challenges addressed include dealing with non-linear relationships and heteroscedasticity by employing the logarithmic transformation of rental counts. This approach not only aids in normalizing the data but also enhances the interpretability of the regression outcomes, emphasizing the changes in demand as a function of various environmental and temporal variables. Recent developments in causal inference methodologies have allowed for more robust and detailed analysis, paving the way for this study’s contribution to the field. The findings underscore the significant influence of factors such as hour of the day, humidity, and seasonal changes on bike rental volumes, which can inform policy-making and operational strategies in urban transport planning.</jats:p>",,32,0,32,4.0
10.1145/3549737.3549743,https://doi.org/10.1145/3549737.3549743,proceedings-article,Machine learning for time series: from forecasting to causal inference,Gianluca Bontempi,1,2022,Proceedings of the 12th Hellenic Conference on Artificial Intelligence,ACM,,,7,0,7,9.0
10.54254/2753-8818/2025.22036,https://doi.org/10.54254/2753-8818/2025.22036,journal-article,Bayesian Inference for Dynamic Demand Forecasting and Inventory Optimization,Ziyang Xiao,1,2025,Theoretical and Natural Science,EWA Publishing,"<jats:p>This paper constructs a dynamic model suitable for demand forecasting and inventory optimization based on Bayesian theory. The model uses Bayesian inference to achieve real-time updates of demand data and combines cost minimization methods to control inventory. The study looks at seasonal changes and sudden market problems. It uses probability distributions to give detailed forecast results. Tests show this method works better to lower inventory costs and improve service levels. The model keeps updating demand predictions. This helps companies act fast when markets change. It also helps them manage their inventory better. The model adapts to changing demand patterns, making inventory management more flexible. It also reduces the risk of stock shortages or excess inventory. In addition, the paper discusses in detail the model design principles, data processing procedures, and actual application effects and suggests further optimizing the model. The results show that dynamic adjustment strategies can effectively cope with the uncertainty of market demand, thereby promoting the improvement of enterprise operational efficiency.</jats:p>",,0,0,0,4.0
10.3390/app13137696,https://doi.org/10.3390/app13137696,journal-article,Medium- and Long-Term Load Forecasting for Power Plants Based on Causal Inference and Informer,Kaiyu Yang; Fanhuai Shi,2,2023,Applied Sciences,MDPI AG,"<jats:p>Accurate forecasting of power plant loads is critical for maintaining a stable power supply, minimizing grid fluctuations, and enhancing power market trading mechanisms. However, the data on power plant generation load (hereinafter abbreviated as load) are non-stationary. The focus of existing load forecasting methods has been on continuously improving the ability to capture the dependent coupling between outputs and inputs, while research on external factors, which are the causes of non-stationary load data, has been neglected. The identification of the causal relationship between external variables and load is a significant factor in accurately predicting load. In the present study, the causal effects of various external variables on load were identified and then quantitatively calculated using various methods. Based on the improved Informer model, a long-time series forecasting model, a hybrid forecasting method was proposed called causal inference-improved Informer (hereinafter abbreviated as Causal–Informer). In the present study, the mutual information method was used to remove insignificant external variables. Subsequently, external factors such as GDP, holidays, ambient temperature, wind speed, power plant maintenance status, and rainfall were selected as input features of the proposed forecasting model. Finally, the proposed Causal–Informer method was evaluated using the historical load of a power plant in East China. Compared with four popular forecasting models, measurements on Root Mean Squared Error (RMSE), Mean Absolute Error (MAE) and Mean Absolute Percentage Error (MAPE) for the proposed method were reduced by 89.8 million kwh–672.3 million kwh, 56.8 million kwh–637.9 million kwh, and 5.1–25.4%. The proposed method achieved the most accurate and stable results. The MAPE reached 10.4% and 24.8% in 30 time steps ahead and 90 time steps ahead of forecasts, respectively.</jats:p>",,33,9,33,6.0
